acc,cov,mv,em,g
0.9,1.0,0.901399999999992,0.9999962142879809,0.9999965416437441
0.9,1.0,0.9022999999999921,0.9999927530552667,0.9999927039207681
0.9,1.0,0.8997999999999924,0.9999975089068552,0.9999971764145129
0.9,1.0,0.9057999999999924,0.9999978782018409,0.9999974908066139
0.9,1.0,0.902299999999993,0.9999479851251729,0.9999340134064073
0.95,0.7,0.9473388888888902,0.9981063583103522,0.9981712884916468
0.95,0.7,0.9544309523809528,0.9997150992820697,0.9996890212120731
0.95,0.7,0.951240873015874,0.9998705931095664,0.9998490521876127
0.95,0.7,0.9531214285714301,0.9999248986935163,0.9999139288003785
0.95,0.7,0.9482714285714299,0.9996633340214507,0.999579713102935
0.95,0.8,0.9492476190476207,0.9999943587784766,0.9999941341815686
0.95,0.8,0.9494571428571446,0.9999902036705796,0.9999886461029148
0.95,0.8,0.9522420634920651,0.9999983682436028,0.9999982144041842
0.95,0.8,0.9521361111111126,0.9999968360648204,0.9999975399591795
0.95,0.8,0.9483011904761922,0.9999895550680494,0.9999873601621329
0.95,0.9,0.9452067460317469,0.9999996044345396,0.9999995526566274
0.95,0.9,0.9533019841269853,0.9999999283840536,0.9999999200969677
0.95,0.9,0.9509575396825406,0.9999996427968525,0.9999996005945926
0.95,0.9,0.9499666666666673,0.9999976854304826,0.9999969235000284
0.95,0.9,0.951720634920636,0.9999998690129666,0.9999998646278262
0.95,1.0,0.9505999999999943,0.9999999628007475,0.9999999699505709
0.95,1.0,0.9449999999999934,0.9999999986781978,0.9999999981136636
0.95,1.0,0.9462999999999936,0.9999999712873029,0.9999999662437586
0.95,1.0,0.951299999999994,0.9999999787891609,0.9999999766050797
0.95,1.0,0.9473999999999941,0.999999961143672,0.9999999545349495
1.0,0.7,1.0,1.0,1.0
1.0,0.7,1.0,1.0,1.0
1.0,0.7,1.0,1.0,1.0
1.0,0.7,1.0,1.0,1.0
1.0,0.7,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.7,0.7,0.7035718253968247,0.9175709430377359,0.9176012712255451
0.7,0.7,0.7004202380952379,0.9198017303069856,0.9175439738876064
0.7,0.7,0.7020281746031728,0.9165888847960387,0.914057968895366
0.7,0.7,0.7043817460317453,0.9222467008015358,0.9207935882362083
0.7,0.7,0.6976436507936503,0.9105979858939757,0.908377845517669
0.7,0.8,0.7020619047619048,0.9552597109712196,0.9560470347261183
0.7,0.8,0.6937285714285711,0.9361809109729157,0.9358034745740603
0.7,0.8,0.7067793650793653,0.9512882317772031,0.9513403974235057
0.7,0.8,0.6907865079365084,0.9433307133394584,0.9408572473762015
0.7,0.8,0.6947880952380955,0.9479981697752452,0.947549248597332
0.7,0.9,0.7006464285714298,0.9692727777396465,0.9688893390007712
0.7,0.9,0.6992940476190489,0.9681734398580281,0.9672154832978753
0.7,0.9,0.6955146825396842,0.9666102676055094,0.9654051220367433
0.7,0.9,0.700010714285716,0.9727524223446975,0.9716075174713632
0.7,0.9,0.7025869047619063,0.9726715155266249,0.972106894672302
0.7,1.0,0.6904000000000016,0.9764426234781906,0.9759784598049827
0.7,1.0,0.6962000000000002,0.9801045836211907,0.9797007977584234
0.7,1.0,0.7038000000000006,0.9837153607284698,0.9837311296855736
0.7,1.0,0.7077000000000009,0.9878215906902451,0.9875152525789659
0.7,1.0,0.7023,0.9818787526032009,0.9816188458816275
0.75,0.7,0.7455825396825398,0.958894755929278,0.9574566291959273
0.75,0.7,0.7563845238095229,0.9610029358507235,0.9593584019884132
0.75,0.7,0.7542841269841257,0.9559338289393159,0.9545077613865365
0.75,0.7,0.7569404761904757,0.9581715711268645,0.9582174710228545
0.75,0.7,0.7421539682539672,0.9457166673118947,0.9450746564349384
0.75,0.8,0.7445095238095238,0.9744091094361323,0.9735993474204859
0.75,0.8,0.7565956349206359,0.977531353982886,0.9776893123711253
0.75,0.8,0.7454396825396827,0.9747684472227914,0.9742479123753877
0.75,0.8,0.7483865079365087,0.9772085706695879,0.976603377841022
0.75,0.8,0.7503218253968257,0.9770789695922762,0.9768370798675163
0.75,0.9,0.7500154761904774,0.9869621074857865,0.9870467619639647
0.75,0.9,0.7540111111111125,0.9866580578317006,0.9867679437592441
0.75,0.9,0.7477638888888899,0.9842480478169681,0.9838402202036738
0.75,0.9,0.7467547619047631,0.9866997733525608,0.9863177863728193
0.75,0.9,0.7430051587301593,0.9850408296572033,0.9847179519292055
0.75,1.0,0.749499999999999,0.9930995782036132,0.9931537415092945
0.75,1.0,0.7490999999999987,0.9950106931380648,0.9948881950397414
0.75,1.0,0.7498999999999979,0.9945156198873346,0.9943467343352257
0.75,1.0,0.7504999999999985,0.9917481324230935,0.9915851303605349
0.75,1.0,0.7440999999999984,0.9916990216491485,0.9915377731195113
0.8,0.7,0.8019507936507938,0.9844856805964841,0.9841140291726928
0.8,0.7,0.7976440476190476,0.9799995581512015,0.9799951908066226
0.8,0.7,0.802100793650794,0.9763685765116625,0.9757001145047967
0.8,0.7,0.8022321428571434,0.9787957266061829,0.9785725820740853
0.8,0.7,0.7946158730158732,0.9791583243494945,0.9786444886282585
0.8,0.8,0.8026333333333349,0.9920119941874974,0.9919738100266743
0.8,0.8,0.7924861111111114,0.9840363561566675,0.984018889507308
0.8,0.8,0.7967753968253983,0.9885992123802322,0.9887925671146091
0.8,0.8,0.7994555555555554,0.9907223207760513,0.99055631961596
0.8,0.8,0.7987170634920651,0.9868818276074921,0.9871166561717438
0.8,0.9,0.7950031746031758,0.99312324599911,0.9930480094397688
0.8,0.9,0.8059480158730169,0.9947373745932463,0.9947602634846823
0.8,0.9,0.7941670634920647,0.9954964941746401,0.9955211354680268
0.8,0.9,0.7912928571428596,0.9924934182342015,0.9925096578227827
0.8,0.9,0.8068309523809531,0.9944271760728922,0.9944889340209935
0.8,1.0,0.8001999999999962,0.9974570800073173,0.99741683079889
0.8,1.0,0.7970999999999963,0.9973902761344762,0.9973982736211827
0.8,1.0,0.8036999999999963,0.9989718939288422,0.9989833833676466
0.8,1.0,0.8003999999999964,0.997508565590006,0.9975307631083427
0.8,1.0,0.8032999999999949,0.9973100051620081,0.9972403228230403
0.85,0.7,0.8496869047619053,0.992641154571613,0.9925630639685742
0.85,0.7,0.8504373015873036,0.9888754781261464,0.988722511901357
0.85,0.7,0.8425555555555573,0.9911651838326249,0.9908598448686222
0.85,0.7,0.856993650793652,0.9934188271641062,0.9933514581313138
0.85,0.7,0.8563333333333338,0.9931652011722416,0.9929559513890792
0.85,0.8,0.845826984126985,0.9978412384004437,0.9977895545498611
0.85,0.8,0.8470996031746064,0.9958939118972271,0.995874132414916
0.85,0.8,0.8451281746031762,0.9951446960522577,0.9951316736785607
0.85,0.8,0.8473861111111126,0.9937837676968455,0.9936751286451065
0.85,0.8,0.8544884920634936,0.9969567401114079,0.9968345622630962
0.85,0.9,0.8553238095238115,0.9996755661546323,0.9996695255041465
0.85,0.9,0.8472888888888893,0.9979287473632193,0.9978754589039998
0.85,0.9,0.8498785714285726,0.9985321879228148,0.9985089598337163
0.85,0.9,0.8526468253968258,0.9991041529952897,0.9990593387698716
0.85,0.9,0.8475107142857162,0.9989299933557385,0.9988653637303274
0.85,1.0,0.8474999999999948,0.9999165398652805,0.9999165685141401
0.85,1.0,0.8521999999999934,0.9990335639479432,0.9990336943853967
0.85,1.0,0.8435999999999939,0.9993539839197781,0.9993417607794793
0.85,1.0,0.8478999999999942,0.9994824326525944,0.999456901348581
0.85,1.0,0.8515999999999936,0.9994385883083611,0.9994305232318271
0.9,0.7,0.9007861111111122,0.9980034330626251,0.9979452763824638
0.9,0.7,0.8982412698412705,0.9965968212613704,0.996593663724065
0.9,0.7,0.8971031746031752,0.9970411049156687,0.9970186809889108
0.9,0.7,0.893409523809525,0.9974637148596034,0.9973830737742663
0.9,0.7,0.9065924603174628,0.9992015637619671,0.9990638890646091
0.9,0.8,0.9049047619047639,0.9989302142864113,0.9989494121413519
0.9,0.8,0.9001876984126999,0.999590096188383,0.9995520409660946
0.9,0.8,0.9074480158730169,0.9998923311022425,0.9998867383461939
0.9,0.8,0.9032587301587319,0.9996640493026385,0.9996742617223092
0.9,0.8,0.9025861111111123,0.9989187819213052,0.9989356988255329
0.9,0.9,0.89563253968254,0.9989686571327021,0.9989531646511668
0.9,0.9,0.8952726190476208,0.9999138470301523,0.9999066157769917
0.9,0.9,0.8963706349206352,0.9998906209307925,0.9998635630763107
0.9,0.9,0.9055988095238106,0.9999906390030434,0.9999901480915696
0.9,0.9,0.8976960317460332,0.999967791821865,0.9999681624995178
0.9,1.0,0.8941999999999934,0.9999559740111842,0.9999393501334547
0.9,1.0,0.9011999999999922,0.9999985755143656,0.9999987230636925
0.9,1.0,0.8990999999999915,0.9999992584868108,0.9999991747774161
0.9,1.0,0.8967999999999933,0.9999949276025083,0.9999929036420205
0.9,1.0,0.9004999999999931,0.99999181294446,0.999991621030723
0.95,0.7,0.9470634920634939,0.9984570448796506,0.9984370906157655
0.95,0.7,0.9503166666666676,0.9998959448441976,0.9998827127716977
0.95,0.7,0.9474448412698426,0.999914097818355,0.9999105639038864
0.95,0.7,0.9508869047619062,0.999743804873987,0.9997358542575633
0.95,0.7,0.9505579365079379,0.9993309077789754,0.9993091960791963
0.95,0.8,0.9513785714285732,0.9999964183245108,0.9999957558046563
0.95,0.8,0.9486043650793665,0.9993643102467926,0.9994361871884605
0.95,0.8,0.951743650793652,0.9999954453904821,0.99999499431011
0.95,0.8,0.9528380952380961,0.999996665715683,0.9999965172576305
0.95,0.8,0.9517944444444455,0.9999311477686291,0.999923727201268
0.95,0.9,0.9491174603174606,0.9999982116713435,0.9999981931073209
0.95,0.9,0.9501642857142859,0.9999891864934388,0.999985774350515
0.95,0.9,0.9492075396825398,0.9999986608348613,0.9999986916872038
0.95,0.9,0.9504325396825399,0.9999999115787709,0.9999999032026073
0.95,0.9,0.9470285714285718,0.9999362330014117,0.9999417063143508
0.95,1.0,0.9496999999999945,0.9999999866493154,0.999999985539456
0.95,1.0,0.9529999999999943,0.9999999853698527,0.9999999858879209
0.95,1.0,0.9463999999999931,0.9999999991528822,0.9999999985751308
0.95,1.0,0.9519999999999945,0.9999999995517902,0.9999999995100746
0.95,1.0,0.9494999999999938,0.9999999797593327,0.9999999803571393
1.0,0.7,1.0,1.0,1.0
1.0,0.7,1.0,1.0,1.0
1.0,0.7,1.0,1.0,1.0
1.0,0.7,1.0,1.0,1.0
1.0,0.7,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.8,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,0.9,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
